"R0000100","R0618301","T4112300"
4471,93330,243000
4472,76215,58050
4473,6763,16566
4474,8147,15400
4475,11516,-2
4476,21407,11000
4477,30727,-5
4478,85068,-5
4479,71146,136400
4480,87942,497763
4481,73361,-5
4482,20700,982
4483,10443,12648
4484,-5,11976
4485,-4,35000
4486,67226,-5
4487,73850,-2
4488,94247,175103
4489,11388,64000
4490,18201,65000
4491,-5,140000
4492,-5,-5
4493,55158,91000
4494,76916,13001
4495,51659,18772
4496,60869,82900
4497,25910,-2
4498,61509,40000
4499,51094,14400
4500,21318,32000
4501,45182,-5
4502,-5,-5
4503,4853,35000
4504,1333,-5
4505,22243,-5
4506,17592,75000
4507,5017,10320
4508,57865,48000
4509,98905,97000
4510,74490,-5
4511,68723,155000
4512,80183,-5
4513,72061,53000
4514,83129,99110
4515,76668,-5
4516,98501,-5
4517,26623,235000
4518,30349,158000
4519,38736,-5
4520,49905,-5
4521,-5,-5
4522,34095,-2
4523,72109,-5
4524,65975,259000
4525,44579,18282
4526,61261,80000
4527,34693,-5
4528,65668,93011
4529,-4,57880
4530,78080,-5
4531,66623,150000
4532,70375,137300
4533,60671,-5
4534,72163,142000
4535,100000,128000
4536,57342,-2
4537,37936,84000
4538,41962,110500
4539,62911,17700
4540,32671,96600
4541,7177,12120
4542,7817,26000
4543,18514,0
4544,2960,4926
4545,52814,-5
4546,31346,-5
4547,48570,-5
4548,89282,244000
4549,64270,183900
4550,76532,-5
4551,31852,-5
4552,72735,-5
4553,46352,-5
4554,67989,-5
4555,88660,-2
4556,63029,-5
4557,4899,32772
4558,43274,36000
4559,-4,125000
4560,64810,0
4561,63671,28500
4562,7442,-2
4563,43186,115000
4564,70620,-5
4565,42885,-2
4566,74431,-2
4567,75294,-5
4568,-5,20000
4569,76485,160020
4570,84593,-5
4571,48110,87015
4572,54282,86630
4573,-5,-5
4574,33272,-5
4575,30613,-5
4576,35674,15000
4577,44479,100000
4578,61545,19152
4579,84059,45000
4580,50430,13472
4581,6221,9444
4582,55052,0
4583,70638,-2
4584,-4,-5
4585,60885,32174
4586,85959,47264
4587,90547,-5
4588,17490,-5
4589,35236,52402
4590,74952,110000
4591,79554,-5
4592,35574,114000
4593,40627,-5
4594,35760,84000
4595,41056,56932
4596,66351,-5
4597,25896,-5
4598,18611,-5
4599,45367,-5
4600,69022,-5
4601,17388,25000
4602,60716,88852
4603,32446,-5
4604,42318,30000
4605,92690,-5
4606,83831,150
4607,58250,-2
4608,37498,-5
4609,91857,497763
4610,73870,-5
4611,71734,-1
4612,71626,-5
4613,71435,-5
4614,-5,20000
4615,-5,22191
4616,92881,62400
4617,57400,-5
4618,5573,20000
4619,12411,-5
4620,3648,-5
4621,66439,150000
4622,40843,21867
4623,22535,68634
4624,38467,-5
4625,81014,250000
4626,65198,270000
4627,51409,55793
4628,47283,0
4629,56109,-5
4630,44750,135000
4631,91747,-5
4632,60639,98000
4633,35588,148000
4634,68487,497763
4635,92940,100000
4636,31028,166000
4637,1320,24000
4638,4875,-2
4639,46722,-5
4640,28839,-5
4641,63720,0
4642,55007,149200
4643,24298,497763
4644,-5,-5
4645,48019,-1
4646,36390,-5
4647,95575,-5
4648,85471,121000
4649,57967,-2
4650,62142,70000
4651,49157,43200
4652,92296,-2
4653,2278,41776
4654,52935,20400
4655,53313,46000
4656,-4,80000
4657,61927,-5
4658,40167,-5
4659,87937,-5
4660,69660,-5
4661,78036,-5
4662,98483,152758
4663,19486,-2
4664,81334,-2
4665,83307,-5
4666,87585,-5
4667,68569,-5
4668,81304,200100
4669,30372,84000
4670,17097,29000
4671,13489,69600
4672,19543,-1
4673,9478,42000
4674,7687,-5
4675,48409,120160
4676,86921,15000
4677,50907,-5
4678,14358,-5
4679,70403,78000
4680,71684,-5
4681,10844,15188
4682,85247,-5
4683,74499,-2
4684,62488,185000
4685,21055,-5
4686,85163,100200
4687,84843,-2
4688,90899,190500
4689,95818,497763
4690,89812,88200
4691,94121,254000
4692,97585,100000
4693,47504,250000
4694,69189,-5
4695,92725,135000
4696,71680,-5
4697,91420,-5
4698,69532,215000
4699,60140,133560
4700,80646,-2
4701,59027,497763
4702,85659,198000
4703,-5,-5
4704,66998,-5
4705,74951,100100
4706,86681,163000
4707,65045,129000
4708,16825,-5
4709,61037,-5
4710,13195,-2
4711,23091,64750
4712,10010,-2
4713,54705,-2
4714,64763,203000
4715,97434,-5
4716,8573,139000
4717,44228,135520
4718,24843,-5
4719,22955,-5
4720,50743,76480
4721,95086,-5
4722,44638,38000
4723,69380,166500
4724,8594,-2
4725,-5,-5
4726,20192,39800
4727,-5,-5
4728,72671,-5
4729,45692,20600
4730,44579,2280
4731,16497,30800
4732,19224,21600
4733,16996,68000
4734,23500,16000
4735,34221,90000
4736,12338,44000
4737,67580,160000
4738,59362,111200
4739,51561,-5
4740,43261,30000
4741,6682,-5
4742,100000,28000
4743,-4,-5
4744,-4,-1
4745,41479,-5
4746,44275,47000
4747,11038,3240
4748,40539,68500
4749,59535,18100
4750,15141,-1
4751,12011,-5
4752,60219,30000
4753,89164,125030
4754,87349,-1
4755,56643,109300
4756,100000,222000
4757,97971,-5
4758,84623,76000
4759,41732,-5
4760,95519,100000
4761,29897,-5
4762,39656,32000
4763,42234,64000
4764,31668,29710
4765,66229,143200
4766,76971,85986
4767,100000,42510
4768,88406,-2
4769,41929,65000
4770,56987,36658
4771,27595,-5
4772,45131,31000
4773,10482,15000
4774,44272,47780
4775,3324,-5
4776,11451,50000
4777,34099,-5
4778,29236,60000
4779,16440,49520
4780,34125,85000
4781,11341,50448
4782,11661,20684
4783,-4,-2
4784,20994,-1
4785,54385,45000
4786,-4,27000
4787,11788,-5
4788,43564,150100
4789,65753,-5
4790,44281,-5
4791,13667,-5
4792,-4,30000
4793,86859,290000
4794,65893,40000
4795,89109,78000
4796,61169,20000
4797,88365,-5
4798,90344,0
4799,93854,46000
4800,43655,35000
4801,41368,34940
4802,46574,85000
4803,82637,57350
4804,53937,72000
4805,61977,64600
4806,47828,11137
4807,60600,-2
4808,77514,114000
4809,11491,32000
4810,74194,111000
4811,-4,-5
4812,98187,81800
4813,62750,116000
4814,-4,-5
4815,90394,117000
4816,97105,497763
4817,60664,100000
4818,81962,27162
4819,93878,88020
4820,79014,-2
4821,98376,140488
4822,44296,32000
4823,66969,0
4824,79364,-5
4825,81855,60500
4826,71626,191250
4827,85638,-5
4828,83353,108000
4829,90563,497763
4830,93010,497763
4831,95503,40350
4832,77854,64700
4833,75348,-5
4834,56188,189600
4835,82878,-5
4836,22304,-5
4837,59389,10680
4838,29581,21012
4839,62465,20000
4840,84430,37000
4841,67307,158900
4842,55403,180000
4843,54678,82300
4844,30696,10524
4845,50050,-5
4846,57364,44000
4847,74519,17993
4848,55824,-5
4849,44859,22000
4850,21769,-5
4851,25772,-5
4852,5699,-5
4853,62534,-5
4854,71423,96548
4855,72615,143000
4856,72897,80000
4857,98920,-5
4858,75431,155200
4859,91950,-2
4860,26923,-5
4861,87192,81800
4862,92938,48000
4863,25867,95025
4864,41211,80000
4865,69395,85400
4866,63348,-5
4867,48104,2400
4868,66891,-5
4869,97401,-5
4870,81774,42600
4871,95394,88000
4872,28043,50000
4873,89918,145000
4874,95540,114200
4875,46806,-5
4876,67661,27000
4877,95272,97380
4878,91182,110000
4879,65964,38500
4880,53053,32350
4881,66586,108000
4882,84775,-2
4883,50386,45000
4884,67232,91000
4885,75981,-5
4886,72160,-5
4887,34431,-5
4888,57352,-5
4889,78181,45000
4890,38555,20500
4891,35948,-5
4892,56759,80000
4893,49872,-5
4894,77629,130000
4895,79498,-2
4896,80642,170000
4897,76176,127000
4898,70619,115404
4899,15864,121000
4900,55398,55386
4901,23682,75000
4902,29390,38540
4903,28531,32000
4904,21305,25000
4905,-4,27280
4906,8811,-1
4907,86847,497763
4908,34558,-5
4909,47491,-5
4910,40832,-2
4911,70097,30000
4912,91794,-5
4913,51507,215404
4914,25611,85880
4915,10620,20000
4916,11447,1512
4917,9012,22716
4918,6808,13980
4919,38709,120702
4920,45899,31128
4921,92503,-2
4922,63204,-2
4923,22076,12600
4924,43271,127000
4925,83260,-2
4926,51554,147000
4927,83641,145200
4928,68415,-5
4929,49657,-5
4930,41842,32000
4931,81658,49000
4932,49438,5720
4933,62784,-5
4934,23927,50000
4935,5819,-2
4936,23679,23008
4937,7135,12138
4938,49623,19940
4939,60522,30500
4940,10132,22000
4941,12179,11448
4942,13494,75000
4943,31353,56000
4944,82469,-5
4945,25492,99000
4946,2893,40000
4947,5405,6600
4948,26901,-5
4949,12035,-5
4950,11232,-2
4951,40822,-5
4952,23721,-5
4953,74689,40800
4954,73712,64767
4955,64713,161000
4956,69387,125000
4957,30060,14720
4958,38918,0
4959,97692,121200
4960,21164,95852
4961,69186,120000
4962,74484,96000
4963,67386,-2
4964,77417,70500
4965,74029,-5
4966,47582,40633
4967,64114,80400
4968,90360,114936
4969,638,43000
4970,20551,250000
4971,11838,-2
4972,33643,16000
4973,76037,254000
4974,72010,-1
4975,92247,73100
4976,85066,234000
4977,8517,12337
4978,17518,17640
4979,70510,91000
4980,930,-2
4981,27358,85000
4982,36772,-5
4983,21009,52000
4984,83385,88000
4985,3267,-5
4986,16841,-5
4987,86508,150556
4988,77733,150000
4989,76676,62000
4990,82881,-5
4991,70102,-5
4992,32249,0
4993,62507,-5
4994,84467,-5
4995,71054,-5
4996,63825,-5
4997,75073,170000
4998,80394,71150
4999,67037,118000
5000,96167,-5
5001,67504,174000
5002,81976,497763
5003,70669,497763
5004,57761,-5
5005,62365,-5
5006,99328,497763
5007,18040,198000
5008,88957,-5
5009,93230,-5
5010,97334,-5
5011,94484,-5
5012,87153,497763
5013,70564,80000
5014,10250,-1
5015,9841,-5
5016,35321,8448
5017,84380,139200
5018,93517,-5
5019,97372,-5
5020,91144,85000
5021,94331,45000
5022,79135,100000
5023,78873,140000
5024,30607,265500
5025,64441,80000
5026,58229,70400
5027,61673,-5
5028,96183,497763
5029,100000,166050
5030,79474,25000
5031,56438,97000
5032,84165,497763
5033,67488,159000
5034,58807,276000
5035,74400,-1
5036,96696,497763
5037,25844,-2
5038,58584,58600
5039,66719,205000
5040,82500,-5
5041,13195,39000
5042,11369,-5
5043,36172,33936
5044,97784,-2
5045,6944,7584
5046,10062,-5
5047,13700,-5
5048,71788,45000
5049,66827,47321
5050,35277,61000
5051,69976,55200
5052,73877,-5
5053,18631,-5
5054,44084,38520
5055,52035,58000
5056,48464,-5
5057,85603,-5
5058,33797,-5
5059,34205,8088
5060,17529,38000
5061,37027,104268
5062,77171,-5
5063,38648,108000
5064,54657,15552
5065,65361,-2
5066,68792,82000
5067,68316,140000
5068,851,-5
5069,20709,21826
5070,28625,109000
5071,21379,7320
5072,25926,5600
5073,23158,100380
5074,24969,37000
5075,14171,7000
5076,13289,42000
5077,1931,37000
5078,33386,-2
5079,9790,-2
5080,4379,40800
5081,2212,-5
5082,3249,18000
5083,-5,-5
5084,-5,800
5085,9128,-5
5086,4336,-5
5087,8374,10394
5088,6402,114200
5089,2610,14688
5090,9254,8485
5091,72251,-2
5092,54687,-1
5093,76759,-5
5094,22029,12000
5095,73751,255000
5096,73407,-2
5097,47006,113982
5098,31965,-5
5099,97610,110000
5100,69693,68149
5101,57477,106000
5102,48968,47850
5103,48184,30970
5104,73979,-5
5105,18761,-5
5106,23450,140000
5107,89381,198000
5108,98645,116000
5109,24065,0
5110,33163,-5
5111,88000,-5
5112,76673,-5
5113,65262,69000
5114,85473,-5
5115,46560,72668
5116,6537,-5
5117,28392,62100
5118,17210,-5
5119,10923,400
5120,80560,-5
5121,63137,2400
5122,15690,-5
5123,38717,37000
5124,89720,68200
5125,77314,46800
5126,32828,-5
5127,49647,58000
5128,56945,15480
5129,86307,77500
5130,20080,-2
5131,78060,32000
5132,41062,-5
5133,15468,9768
5134,47968,52308
5135,48109,-5
5136,-5,-5
5137,-4,-5
5138,44671,-5
5139,17763,18400
5140,60402,497763
5141,74891,60000
5142,60518,210000
5143,80740,187000
5144,50547,50000
5145,81861,59000
5146,2644,65000
5147,51374,24000
5148,22814,-5
5149,72306,22200
5150,-5,-5
5151,53960,-2
5152,35830,-5
5153,74319,-5
5154,35763,-5
5155,45836,-5
5156,58127,232000
5157,31964,-5
5158,41879,-5
5159,36433,15700
5160,-4,67200
5161,55622,38200
5162,80536,159000
5163,82579,39272
5164,14498,-5
5165,19065,-5
5166,98687,136100
5167,30097,83600
5168,73682,39600
5169,52354,17500
5170,83498,148000
5171,24417,-5
5172,50185,-5
5173,54523,-5
5174,84442,95000
5175,59743,-5
5176,31449,-5
5177,38737,-5
5178,70507,37160
5179,53747,30226
5180,61711,46800
5181,67194,113000
5182,5665,-1
5183,64205,-5
5184,37165,73055
5185,91441,130000
5186,42843,43000
5187,60646,40000
5188,53090,-2
5189,48596,43000
5190,2379,-5
5191,75345,79000
5192,24074,20000
5193,52580,64400
5194,70467,-5
5195,56535,32035
5196,82752,-5
5197,72335,206697
5198,32510,497763
5199,62924,110000
5200,13781,-5
5201,61235,-5
5202,39682,-5
5203,8159,79060
5204,-4,2400
5205,81793,-5
5206,39420,-5
5207,61539,8556
5208,75701,18696
5209,26294,15000
5210,-5,-5
5211,10875,-5
5212,72412,20000
5213,-4,-5
5214,63690,107500
5215,10577,65630
5216,14977,27608
5217,62905,44978
5218,51051,99000
5219,33664,70000
5220,33695,110000
5221,8837,100000
5222,46218,140000
5223,81232,-5
5224,-4,88000
5225,31975,210000
5226,83809,145000
5227,45579,101400
5228,50133,208000
5229,31929,101000
5230,10280,17000
5231,13348,-2
5232,8659,-2
5233,50171,52000
5234,81675,-5
5235,13793,45000
5236,85912,-5
5237,69916,-5
5238,21710,40000
5239,11864,12084
5240,-5,-5
5241,-5,18765
5242,83443,-5
5243,47722,53870
5244,46534,79000
5245,70640,265000
5246,46743,58020
5247,55115,13884
5248,38094,146000
5249,56267,-2
5250,88662,181500
5251,15176,134000
5252,38320,27870
5253,35570,80000
5254,48244,203000
5255,12777,71263
5256,30913,98000
5257,21706,-2
5258,34971,80000
5259,27434,18180
5260,23608,12000
5261,38424,75094
5262,45691,22800
5263,67670,72820
5264,4008,120000
5265,921,56000
5266,55998,230000
5267,12390,62243
5268,75256,71800
5269,19642,0
5270,19174,-5
5271,36698,-1
5272,28603,30880
5273,23306,-5
5274,42704,28000
5275,35112,-1
5276,27089,95000
5277,17534,12000
5278,27724,70800
5279,9857,35000
5280,20101,93200
5281,14764,54041
5282,33086,-5
5283,12705,-5
5284,46376,38000
5285,1033,25000
5286,32231,45000
5287,79838,40500
5288,22097,-2
5289,88294,115500
5290,44807,-1
5291,15276,141900
5292,56368,35900
5293,19493,42696
5294,27953,16260
5295,57940,75000
5296,74661,24000
5297,15080,5040
5298,45904,0
5299,78135,258800
5300,50321,-5
5301,86332,49100
5302,74357,-5
5303,43785,-5
5304,92804,-5
5305,33128,100000
5306,31939,92010
5307,22362,57000
5308,4171,47093
5309,-4,35867
5310,84207,85000
5311,34370,-5
5312,21280,-5
5313,48498,58000
5314,53171,88000
5315,52155,9400
5316,85107,64525
5317,76530,69400
5318,75732,24005
5319,98955,-5
5320,7224,-5
5321,72920,-5
5322,34225,48400
5323,11326,-5
5324,-4,0
5325,88694,85000
5326,88590,56000
5327,60895,43744
5328,39649,28272
5329,20657,49000
5330,64846,47300
5331,-4,22200
5332,83449,105200
5333,54144,34068
5334,59959,53000
5335,55057,-1
5336,36242,48800
5337,42661,16056
5338,52599,-5
5339,65819,78000
5340,20057,17600
5341,91407,150500
5342,71119,173000
5343,54256,102250
5344,47881,80000
5345,73369,-5
5346,69509,-5
5347,47259,118000
5348,71464,125200
5349,55017,63902
5350,12563,35000
5351,84304,63700
5352,63248,104000
5353,62412,14000
5354,31190,-5
5355,73102,-5
5356,69093,128600
5357,26187,36000
5358,81396,93000
5359,70599,-5
5360,55327,35200
5361,44732,8000
5362,61583,72000
5363,30514,72000
5364,25834,38000
5365,18621,120000
5366,89755,92000
5367,76093,-5
5368,84609,151000
5369,57969,77000
5370,26595,61001
5371,49997,-5
5372,87078,124000
5373,90958,104000
5374,76589,94000
5375,5863,14808
5376,83858,14512
5377,85856,53000
5378,50793,-5
5379,29795,113000
5380,24032,-5
5381,97117,109820
5382,64799,-2
5383,46233,100000
5384,58886,-5
5385,49694,-5
5386,75474,-5
5387,68918,50200
5388,93238,90000
5389,93533,119000
5390,71096,114000
5391,43898,-5
5392,72595,84000
5393,82352,83896
5394,71790,100000
5395,63289,80050
5396,55256,-1
5397,71140,110012
5398,82620,197000
5399,59726,70100
5400,37958,-5
5401,87434,115050
5402,11551,90000
5403,45003,-5
5404,56704,36000
5405,65766,180000
5406,48500,90200
5407,18973,28000
5408,44815,40000
5409,37970,122000
5410,81450,-2
5411,15728,-1
5412,94550,116096
5413,41725,-5
5414,42595,-5
5415,45924,90000
5416,97935,60000
5417,79360,497763
5418,50639,71105
5419,87220,221500
5420,91807,170500
5421,80022,96500
5422,67479,-1
5423,371,14955
5424,88162,51000
5425,-5,-5
5426,55683,-5
5427,49099,-5
5428,69959,112548
5429,88839,58000
5430,75195,75000
5431,78776,85000
5432,88127,-5
5433,96407,-5
5434,9576,-5
5435,60361,76000
5436,38439,32000
5437,97243,-5
5438,94203,36400
5439,95516,253500
5440,91857,135025
5441,31355,70000
5442,29679,-2
5443,1049,31220
5444,21661,69600
5445,37721,130000
5446,10310,20160
5447,4747,58000
5448,3663,8376
5449,6463,-2
5450,19937,71000
5451,24754,65000
5452,34419,-5
5453,32426,45176
5454,38743,35284
5455,9155,15972
5456,15308,32000
5457,14214,0
5458,-5,-1
5459,-5,-5
5460,-5,0
5461,587,77370
5462,5364,8376
5463,21519,-5
5464,10449,27000
5465,2223,25500
5466,10986,-5
5467,16486,98000
5468,9081,24180
5469,1294,2400
5470,54755,45000
5471,6538,-5
5472,81374,17280
5473,55194,70000
5474,60055,165000
5475,2686,-5
5476,838,-5
5477,67899,48000
5478,60153,21400
5479,2638,2000
5480,8442,-2
5481,94342,-2
5482,3123,38000
5483,23321,94100
5484,25560,-2
5485,23139,43000
5486,22735,-5
5487,31161,67200
5488,11841,-2
5489,97069,497763
5490,17694,-5
5491,47421,-5
5492,35761,-5
5493,32743,76140
5494,50188,-2
5495,-4,118000
5496,7374,54000
5497,45243,44000
5498,37743,-5
5499,29660,120000
5500,51599,53000
5501,35293,35679
5502,16864,25554
5503,46315,-5
5504,74158,45000
5505,14718,33000
5506,14626,14000
5507,20340,-5
5508,21049,73000
5509,4530,42288
5510,11307,15036
5511,60755,58000
5512,63118,49360
5513,99484,161400
5514,46876,-2
5515,64050,30000
5516,25347,-5
5517,3557,1572
5518,6995,-1
5519,4096,10080
5520,14126,14760
5521,85656,47980
5522,61117,67000
5523,6827,-5
5524,25036,22404
5525,10313,23000
5526,8367,27000
5527,6023,16000
5528,27961,70050
5529,7536,40000
5530,13542,-2
5531,66286,87274
5532,39690,25400
5533,52163,-1
5534,13185,12468
5535,2238,-5
5536,29921,0
5537,6803,-5
5538,14114,-2
5539,82930,-5
5540,31907,160000
5541,94464,-5
5542,25916,-5
5543,85677,276000
5544,14701,-5
5545,42853,95000
5546,48990,111480
5547,12580,-2
5548,41501,-5
5549,41222,-5
5550,6054,12000
5551,21620,23680
5552,47601,29000
5553,29636,63452
5554,45473,50000
5555,56039,54000
5556,26507,8428
5557,48074,39132
5558,162,39200
5559,-5,-5
5560,34345,26000
5561,29666,8460
5562,-5,-5
5563,-5,-5
5564,54055,-5
5565,37489,55000
5566,39633,69000
5567,74389,-5
5568,64088,109400
5569,42634,-5
5570,44707,-5
5571,51488,-5
5572,61264,78000
5573,46741,54638
5574,29716,81200
5575,64673,31700
5576,46125,105000
5577,16828,-5
5578,2806,-5
5579,57349,-5
5580,35796,57000
5581,31716,46000
5582,28802,-5
5583,16211,-5
5584,8376,-5
5585,26982,63000
5586,30346,-5
5587,87588,25000
5588,11506,70000
5589,4478,-5
5590,77376,50000
5591,67935,134769
5592,98198,39000
5593,-5,-5
5594,73884,158600
5595,31492,35000
5596,99527,110000
5597,88266,31788
